latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
41.065,-106.227,336.6,3.1,1.7,2020-10-02,2050,A,74,6.0NRT,289.9,164.8,D
41.119,-106.079,313.1,3.2,1.7,2020-10-02,2050,A,57,6.0NRT,292.4,42.6,D
41.08,-106.237,332.6,3.1,1.7,2020-10-02,2050,A,65,6.0NRT,293.3,132.1,D
41.118,-106.088,315.1,3.2,1.7,2020-10-02,2050,A,72,6.0NRT,292.6,54.8,D
41.174,-106.172,350.6,3.1,1.7,2020-10-02,2050,A,96,6.0NRT,291.2,322.4,D
41.172,-106.208,330.8,3.1,1.7,2020-10-02,2050,A,86,6.0NRT,288.5,143,D
41.188,-106.459,328.5,3,1.7,2020-10-02,2050,A,71,6.0NRT,297.8,98.8,D
41.171,-106.176,354.9,3.1,1.7,2020-10-02,2050,A,98,6.0NRT,292.1,370.3,D
41.17,-106.213,323.6,3.1,1.7,2020-10-02,2050,A,81,6.0NRT,289.1,95.4,D
41.187,-106.464,324.7,3,1.7,2020-10-02,2050,A,81,6.0NRT,297.7,84.3,D
41.204,-106.432,344.6,3,1.7,2020-10-02,2050,A,93,6.0NRT,294.3,230.5,D
41.202,-106.466,337.8,3,1.7,2020-10-02,2050,A,90,6.0NRT,292.1,168.6,D
41.219,-106.434,326.8,3,1.7,2020-10-02,2050,A,43,6.0NRT,291.8,101.9,D
40.056,-122.905,320,1.6,1.3,2020-10-02,2055,A,70,6.0NRT,299,26,D
40.067,-122.91,316,1.6,1.3,2020-10-02,2055,A,39,6.0NRT,298.5,17.2,D
40.415,-123.393,323.2,1.7,1.3,2020-10-02,2055,A,58,6.0NRT,296.3,36.1,D
41.795,-117.765,331.7,1,1,2020-10-02,2055,A,77,6.0NRT,314.4,13.7,D
42.684,-111.599,316.8,1.6,1.2,2020-10-02,2055,A,43,6.0NRT,299.3,16.3,D
41.186,-123.248,316.6,1.6,1.2,2020-10-02,2055,A,38,6.0NRT,296.8,21.3,D
41.228,-123.268,311.2,1.6,1.2,2020-10-02,2055,A,48,6.0NRT,295.9,13,D
41.224,-123.286,319.8,1.6,1.2,2020-10-02,2055,A,73,6.0NRT,298.1,28.3,D
41.915,-121.478,366.1,1.3,1.1,2020-10-02,2055,A,0,6.0NRT,308.4,133.2,D
41.942,-123.629,325,1.6,1.2,2020-10-02,2055,A,79,6.0NRT,297.9,37.1,D
43.984,-110.571,336.7,1.9,1.3,2020-10-02,2055,A,77,6.0NRT,291.1,91,D
43.833,-117.069,321,1,1,2020-10-02,2055,A,70,6.0NRT,307.3,9.7,D
43.831,-117.082,321.9,1,1,2020-10-02,2055,A,71,6.0NRT,306.9,11.2,D
44.819,-121.553,321.4,1.1,1.1,2020-10-02,2055,A,73,6.0NRT,300.9,15.7,D
44.821,-121.598,311.3,1.1,1.1,2020-10-02,2055,A,35,6.0NRT,300.5,6.1,D
44.831,-121.601,352.3,1.1,1.1,2020-10-02,2055,A,96,6.0NRT,301.8,75,D
44.859,-122.09,321.8,1.2,1.1,2020-10-02,2055,A,74,6.0NRT,296.3,22,D
44.856,-122.105,319.8,1.2,1.1,2020-10-02,2055,A,72,6.0NRT,298.5,19.8,D
46.405,-116.095,378.4,1.1,1,2020-10-02,2055,A,100,6.0NRT,302.1,164,D
46.404,-116.109,379,1.1,1,2020-10-02,2055,A,100,6.0NRT,303.9,166.7,D
46.413,-116.111,336.5,1.1,1,2020-10-02,2055,A,89,6.0NRT,296.7,38.6,D
46.559,-116.422,324.2,1.1,1,2020-10-02,2055,A,79,6.0NRT,295.8,19.4,D
46.557,-116.436,310.4,1.1,1,2020-10-02,2055,A,50,6.0NRT,298.1,5.4,D
47.852,-113.71,313.6,1.4,1.2,2020-10-02,2055,A,69,6.0NRT,291.7,18.9,D
47.569,-122.368,308.6,1.1,1.1,2020-10-02,2055,A,60,6.0NRT,296.6,5.9,D
49.919,-115.638,333.8,1.3,1.1,2020-10-02,2055,A,89,6.0NRT,293.3,46.5,D
49.917,-115.656,330.1,1.3,1.1,2020-10-02,2055,A,87,6.0NRT,293.4,39.1,D
51.364,-115.591,317.7,1.3,1.1,2020-10-02,2055,A,62,6.0NRT,289.8,21.1,D
51.362,-115.608,335.9,1.3,1.1,2020-10-02,2055,A,90,6.0NRT,293,51.3,D
51.372,-115.611,409.8,1.3,1.1,2020-10-02,2055,A,94,6.0NRT,306.4,464.8,D
51.37,-115.63,386.8,1.3,1.1,2020-10-02,2055,A,100,6.0NRT,302.4,265.1,D
51.379,-115.651,315.1,1.3,1.1,2020-10-02,2055,A,61,6.0NRT,293.1,18.2,D
51.389,-115.654,440.8,1.3,1.1,2020-10-02,2055,A,100,6.0NRT,321.4,881.3,D
51.387,-115.672,362.7,1.3,1.1,2020-10-02,2055,A,100,6.0NRT,299.1,134.9,D
51.401,-115.64,363.1,1.3,1.1,2020-10-02,2055,A,94,6.0NRT,291.2,132.8,D
51.399,-115.658,363.9,1.3,1.1,2020-10-02,2055,A,100,6.0NRT,297.7,136.8,D
51.397,-115.674,350.1,1.3,1.1,2020-10-02,2055,A,94,6.0NRT,297.5,86.5,D
51.411,-115.644,326.4,1.3,1.1,2020-10-02,2055,A,39,6.0NRT,290.7,30.3,D
51.419,-115.653,344.4,1.3,1.1,2020-10-02,2055,A,94,6.0NRT,294.4,71.1,D
52.046,-124.336,407.7,1.1,1,2020-10-02,2055,A,75,6.0NRT,306.2,344.1,D
52.043,-124.351,335.1,1.1,1,2020-10-02,2055,A,84,6.0NRT,296.7,38.5,D
52.058,-124.325,308.3,1.1,1,2020-10-02,2055,A,58,6.0NRT,293.9,8.3,D
52.055,-124.34,304.7,1.1,1,2020-10-02,2055,A,53,6.0NRT,291.5,5.5,D
51.969,-125,307.8,1.1,1.1,2020-10-02,2055,A,66,6.0NRT,294.5,7.5,D
54.143,-121.366,306.3,1,1,2020-10-02,2055,A,63,6.0NRT,287.2,8.3,D
55.424,-116.271,303.8,1.4,1.2,2020-10-02,2055,A,54,6.0NRT,293,6.9,D
40.933,-106.239,310.9,1.6,1.3,2020-10-03,0440,T,79,6.0NRT,277.9,29.2,N
40.944,-106.242,338.2,1.6,1.3,2020-10-03,0440,T,99,6.0NRT,283.3,90.1,N
40.94,-106.261,322,1.6,1.3,2020-10-03,0440,T,58,6.0NRT,278.3,45.7,N
40.932,-106.3,329,1.7,1.3,2020-10-03,0440,T,68,6.0NRT,278.8,62.8,N
40.958,-106.228,318.5,1.6,1.3,2020-10-03,0440,T,61,6.0NRT,277.2,39.8,N
40.955,-106.246,327.6,1.6,1.3,2020-10-03,0440,T,83,6.0NRT,276.7,57.1,N
40.951,-106.265,312.2,1.6,1.3,2020-10-03,0440,T,47,6.0NRT,275.1,24.4,N
40.943,-106.304,379.7,1.7,1.3,2020-10-03,0440,T,100,6.0NRT,280.6,321.3,N
40.969,-106.232,324.6,1.6,1.3,2020-10-03,0440,T,91,6.0NRT,275.9,52.3,N
40.957,-106.233,325.7,1.6,1.3,2020-10-03,0440,T,76,6.0NRT,278.5,54.4,N
40.954,-106.251,324.1,1.6,1.3,2020-10-03,0440,T,91,6.0NRT,276,49.4,N
40.946,-106.289,338.1,1.7,1.3,2020-10-03,0440,T,100,6.0NRT,276.6,83.1,N
40.942,-106.309,358.9,1.7,1.3,2020-10-03,0440,T,100,6.0NRT,279.1,175.1,N
40.968,-106.237,330.1,1.6,1.3,2020-10-03,0440,T,39,6.0NRT,277.5,61.7,N
41.03,-106.28,313.7,1.6,1.3,2020-10-03,0440,T,40,6.0NRT,272.2,29.7,N
41.037,-106.303,304.6,1.6,1.3,2020-10-03,0440,T,8,6.0NRT,270,17.1,N
41.055,-106.213,321.4,1.6,1.3,2020-10-03,0440,T,63,6.0NRT,275.9,44.9,N
41.052,-106.232,311.9,1.6,1.3,2020-10-03,0440,T,18,6.0NRT,274.9,27,N
41.066,-106.217,304.3,1.6,1.3,2020-10-03,0440,T,35,6.0NRT,271.6,19.6,N
40.584,-110.709,321.1,3,1.7,2020-10-03,0440,T,100,6.0NRT,281.5,112.1,N
40.577,-110.737,301.7,3.1,1.7,2020-10-03,0440,T,17,6.0NRT,278.3,39,N
40.598,-110.715,315,3,1.7,2020-10-03,0440,T,90,6.0NRT,282.4,84.6,N
40.591,-110.745,303.6,3.1,1.7,2020-10-03,0440,T,29,6.0NRT,279.6,45.1,N
40.598,-110.723,317.7,3,1.7,2020-10-03,0440,T,61,6.0NRT,283.5,94.4,N
52.134,-101.664,314.2,1.1,1,2020-10-03,0440,T,89,6.0NRT,269.9,20,N
52.369,-103.537,329.2,1,1,2020-10-03,0440,T,100,6.0NRT,274.4,33.5,N
58.196,-116.072,336.3,1.5,1.2,2020-10-03,0445,T,100,6.0NRT,277.4,81,N
40.069,-122.895,308.8,1,1,2020-10-03,0620,T,76,6.0NRT,288.6,9.6,N
40.067,-122.907,306.2,1,1,2020-10-03,0620,T,67,6.0NRT,288.3,7.8,N
40.236,-123.092,333.9,1,1,2020-10-03,0620,T,100,6.0NRT,291,36.6,N
40.235,-123.104,304.7,1,1,2020-10-03,0620,T,26,6.0NRT,289.9,6.9,N
40.217,-123.307,328.5,1,1,2020-10-03,0620,T,100,6.0NRT,289.7,28,N
40.215,-123.319,325.1,1,1,2020-10-03,0620,T,100,6.0NRT,292.6,23.5,N
40.214,-123.331,311.6,1,1,2020-10-03,0620,T,74,6.0NRT,292.4,10.3,N
40.209,-123.366,303.9,1,1,2020-10-03,0620,T,18,6.0NRT,290.3,5.1,N
40.251,-123.119,323.5,1,1,2020-10-03,0620,T,100,6.0NRT,289.4,21.8,N
40.25,-123.131,307.2,1,1,2020-10-03,0620,T,18,6.0NRT,287.8,7.6,N
40.224,-123.321,313.6,1,1,2020-10-03,0620,T,87,6.0NRT,291.1,12.5,N
40.216,-123.447,328.9,1,1,2020-10-03,0620,T,100,6.0NRT,296.4,27.2,N
40.215,-123.459,325.5,1,1,2020-10-03,0620,T,100,6.0NRT,295.5,23.1,N
40.269,-123.118,306.7,1,1,2020-10-03,0620,T,21,6.0NRT,289.8,7.8,N
40.247,-123.284,316.6,1,1,2020-10-03,0620,T,94,6.0NRT,292.6,16.6,N
40.246,-123.296,306,1,1,2020-10-03,0620,T,66,6.0NRT,291.1,8.4,N
40.225,-123.45,332.9,1,1,2020-10-03,0620,T,100,6.0NRT,295.5,32.2,N
40.224,-123.462,333.6,1,1,2020-10-03,0620,T,100,6.0NRT,296.4,33,N
40.278,-123.12,328.3,1,1,2020-10-03,0620,T,100,6.0NRT,292.3,27.2,N
40.277,-123.132,313.4,1,1,2020-10-03,0620,T,43,6.0NRT,290.3,11.6,N
40.234,-123.452,315.5,1,1,2020-10-03,0620,T,91,6.0NRT,293.6,11.5,N
40.232,-123.464,311.9,1,1,2020-10-03,0620,T,30,6.0NRT,293.9,8,N
40.231,-123.475,359.3,1,1,2020-10-03,0620,T,100,6.0NRT,299.2,84.2,N
40.289,-123.11,322.6,1,1,2020-10-03,0620,T,74,6.0NRT,291.5,19.8,N
40.287,-123.122,313,1,1,2020-10-03,0620,T,35,6.0NRT,290.7,11.3,N
40.245,-123.442,310.1,1,1,2020-10-03,0620,T,69,6.0NRT,293.7,7.9,N
40.24,-123.478,315.7,1,1,2020-10-03,0620,T,49,6.0NRT,293.9,12.3,N
40.238,-123.489,315,1,1,2020-10-03,0620,T,72,6.0NRT,293.4,12.3,N
40.301,-123.089,327.7,1,1,2020-10-03,0620,T,100,6.0NRT,291.4,27.2,N
40.299,-123.101,315,1,1,2020-10-03,0620,T,46,6.0NRT,290.9,13.3,N
40.298,-123.112,320,1,1,2020-10-03,0620,T,99,6.0NRT,291.3,18.1,N
40.254,-123.444,322.7,1,1,2020-10-03,0620,T,100,6.0NRT,294.2,19.2,N
40.249,-123.48,319.6,1,1,2020-10-03,0620,T,83,6.0NRT,291.1,16.1,N
40.247,-123.491,308.2,1,1,2020-10-03,0620,T,33,6.0NRT,290.3,7.3,N
40.263,-123.446,312.3,1,1,2020-10-03,0620,T,43,6.0NRT,293,10,N
40.268,-123.472,324.1,1,1,2020-10-03,0620,T,93,6.0NRT,294.1,20.5,N
40.309,-123.438,308.8,1,1,2020-10-03,0620,T,75,6.0NRT,289.6,9.4,N
40.308,-123.45,309.9,1,1,2020-10-03,0620,T,76,6.0NRT,291.5,9.6,N
40.315,-123.464,315,1,1,2020-10-03,0620,T,87,6.0NRT,290.2,13.5,N
40.314,-123.476,307.1,1,1,2020-10-03,0620,T,38,6.0NRT,291.8,7.7,N
40.368,-123.208,306.4,1,1,2020-10-03,0620,T,28,6.0NRT,290.3,7.7,N
40.344,-123.386,300.2,1,1,2020-10-03,0620,T,5,6.0NRT,290,4.1,N
40.377,-123.21,305.9,1,1,2020-10-03,0620,T,34,6.0NRT,289.8,7.6,N
40.353,-123.388,304.7,1,1,2020-10-03,0620,T,61,6.0NRT,288.8,6.6,N
40.352,-123.4,325.9,1,1,2020-10-03,0620,T,100,6.0NRT,291.9,24.8,N
40.381,-123.248,312.5,1,1,2020-10-03,0620,T,79,6.0NRT,290.6,12.2,N
40.379,-123.259,302.6,1,1,2020-10-03,0620,T,21,6.0NRT,290.6,5.9,N
40.36,-123.402,340.3,1,1,2020-10-03,0620,T,100,6.0NRT,293.5,44.2,N
40.369,-123.404,312.4,1,1,2020-10-03,0620,T,67,6.0NRT,289.5,10.8,N
40.387,-123.408,314.4,1,1,2020-10-03,0620,T,61,6.0NRT,292.5,12.2,N
40.415,-123.336,313.2,1,1,2020-10-03,0620,T,87,6.0NRT,289.9,13.1,N
40.414,-123.348,325.6,1,1,2020-10-03,0620,T,100,6.0NRT,291.9,24.6,N
40.412,-123.359,310.8,1,1,2020-10-03,0620,T,81,6.0NRT,291.4,10,N
40.404,-123.418,315.9,1,1,2020-10-03,0620,T,67,6.0NRT,292.5,13.7,N
40.403,-123.43,314.5,1,1,2020-10-03,0620,T,46,6.0NRT,292.2,12.6,N
40.421,-123.361,323,1,1,2020-10-03,0620,T,100,6.0NRT,291.4,21.4,N
40.42,-123.373,320.3,1,1,2020-10-03,0620,T,100,6.0NRT,291.8,18.3,N
40.418,-123.385,316.2,1,1,2020-10-03,0620,T,47,6.0NRT,292.5,13.8,N
40.416,-123.396,319.2,1,1,2020-10-03,0620,T,98,6.0NRT,292.1,16.8,N
40.415,-123.408,308.6,1,1,2020-10-03,0620,T,22,6.0NRT,289.4,8.1,N
40.413,-123.42,321.6,1,1,2020-10-03,0620,T,100,6.0NRT,291,20,N
40.998,-123.31,310.1,1,1,2020-10-03,0620,T,18,6.0NRT,291.6,9.4,N
40.997,-123.322,342.2,1,1,2020-10-03,0620,T,100,6.0NRT,294.5,49.1,N
40.995,-123.334,323.7,1,1,2020-10-03,0620,T,100,6.0NRT,291.2,22.5,N
41.006,-123.324,303,1,1,2020-10-03,0620,T,16,6.0NRT,290.8,5.3,N
41.004,-123.336,313.2,1,1,2020-10-03,0620,T,87,6.0NRT,290.9,12.4,N
41.018,-123.303,337.7,1,1,2020-10-03,0620,T,100,6.0NRT,293.2,40.3,N
41.027,-123.305,321.1,1,1,2020-10-03,0620,T,92,6.0NRT,291.8,18.1,N
41.038,-123.295,317.8,1,1,2020-10-03,0620,T,81,6.0NRT,291.6,15.4,N
41.047,-123.297,314.1,1,1,2020-10-03,0620,T,87,6.0NRT,291.4,12.6,N
41.056,-123.299,326.2,1,1,2020-10-03,0620,T,100,6.0NRT,291.6,24.8,N
41.054,-123.311,318.9,1,1,2020-10-03,0620,T,98,6.0NRT,291.1,17.2,N
41.016,-123.598,305.9,1,1,2020-10-03,0620,T,66,6.0NRT,290.2,7.2,N
41.014,-123.61,304.1,1,1,2020-10-03,0620,T,57,6.0NRT,290.6,6.3,N
41.025,-123.594,303.6,1,1,2020-10-03,0620,T,56,6.0NRT,291.3,5.8,N
41.077,-123.273,317.1,1,1,2020-10-03,0620,T,94,6.0NRT,290.8,16,N
41.075,-123.284,306,1,1,2020-10-03,0620,T,28,6.0NRT,290.3,7.1,N
41.095,-123.277,303.5,1,1,2020-10-03,0620,T,14,6.0NRT,288.4,5.6,N
41.107,-123.255,310,1,1,2020-10-03,0620,T,67,6.0NRT,288.1,10.3,N
41.153,-123.253,315.9,1,1,2020-10-03,0620,T,92,6.0NRT,290.9,14.7,N
41.162,-123.249,310.8,1,1,2020-10-03,0620,T,81,6.0NRT,291.8,11.1,N
41.161,-123.261,301.1,1,1,2020-10-03,0620,T,26,6.0NRT,290.5,4.8,N
41.173,-123.238,315.3,1,1,2020-10-03,0620,T,79,6.0NRT,292.3,14.1,N
41.135,-123.529,324.9,1,1,2020-10-03,0620,T,100,6.0NRT,288.7,24.7,N
41.133,-123.541,305.7,1,1,2020-10-03,0620,T,63,6.0NRT,290.2,7.4,N
41.182,-123.24,322.6,1,1,2020-10-03,0620,T,100,6.0NRT,292.5,20.8,N
41.144,-123.531,314.7,1,1,2020-10-03,0620,T,90,6.0NRT,287.8,14.2,N
41.142,-123.543,302.6,1,1,2020-10-03,0620,T,43,6.0NRT,290.3,5.3,N
41.191,-123.242,308.6,1,1,2020-10-03,0620,T,75,6.0NRT,291.5,9.2,N
41.19,-123.254,304,1,1,2020-10-03,0620,T,58,6.0NRT,291.2,6,N
41.217,-123.26,301.3,1,1,2020-10-03,0620,T,31,6.0NRT,290.7,4.5,N
41.226,-123.262,320.8,1,1,2020-10-03,0620,T,100,6.0NRT,291.8,19.4,N
41.224,-123.274,316.6,1,1,2020-10-03,0620,T,93,6.0NRT,292.9,14.7,N
41.233,-123.276,325.4,1,1,2020-10-03,0620,T,100,6.0NRT,291.7,24,N
41.232,-123.288,321.8,1,1,2020-10-03,0620,T,100,6.0NRT,292.7,19.5,N
41.23,-123.3,306.2,1,1,2020-10-03,0620,T,24,6.0NRT,291.3,6.6,N
41.932,-123.198,300.3,1,1,2020-10-03,0620,T,24,6.0NRT,287.1,5.4,N
41.93,-123.362,312.7,1,1,2020-10-03,0620,T,86,6.0NRT,293.3,11.6,N
41.928,-123.375,303,1,1,2020-10-03,0620,T,29,6.0NRT,291.1,4.9,N
41.939,-123.364,316,1,1,2020-10-03,0620,T,92,6.0NRT,292.9,14.5,N
41.937,-123.378,307.8,1,1,2020-10-03,0620,T,73,6.0NRT,291.7,8.1,N
44.835,-121.605,303.1,1.3,1.1,2020-10-03,0620,T,50,6.0NRT,286.1,9.5,N
44.835,-121.595,303.2,1.3,1.1,2020-10-03,0620,T,39,6.0NRT,286.7,9.3,N
41.219,-106.413,301.7,1.3,1.1,2020-10-03,0850,A,29,6.0NRT,274.4,12.4,N
41.212,-106.445,341.9,1.3,1.1,2020-10-03,0850,A,100,6.0NRT,281.4,71.5,N
41.211,-106.43,312.2,1.3,1.1,2020-10-03,0850,A,55,6.0NRT,277.6,21.2,N
41.202,-106.447,303.8,1.3,1.1,2020-10-03,0850,A,47,6.0NRT,275.5,14.2,N
41.131,-106.346,304.7,1.2,1.1,2020-10-03,0850,A,45,6.0NRT,273,14.7,N
41.003,-106.212,304.5,1.2,1.1,2020-10-03,0850,A,13,6.0NRT,271.8,12.8,N
40.954,-106.311,323.9,1.2,1.1,2020-10-03,0850,A,71,6.0NRT,279.7,32.3,N
40.952,-106.296,334,1.2,1.1,2020-10-03,0850,A,81,6.0NRT,282.6,46.9,N
40.953,-106.303,337.7,1.2,1.1,2020-10-03,0850,A,100,6.0NRT,282.4,54.5,N
40.943,-106.305,421.8,1.2,1.1,2020-10-03,0850,A,100,6.0NRT,301.7,561.2,N
40.942,-106.291,369.4,1.2,1.1,2020-10-03,0850,A,100,6.0NRT,294.1,155.1,N
40.932,-106.293,322.6,1.2,1.1,2020-10-03,0850,A,0,6.0NRT,280.3,29.8,N
40.592,-110.724,304.3,2.1,1.4,2020-10-03,0850,A,38,6.0NRT,280.3,27.9,N
40.59,-110.7,301.1,2.1,1.4,2020-10-03,0850,A,14,6.0NRT,280.7,22.2,N
56.552,-121.59,304.6,1,1,2020-10-03,1025,A,61,6.0NRT,278.8,10.2,N
49.423,-115.744,324.4,1.8,1.3,2020-10-03,1030,A,100,6.0NRT,279.8,62.9,N
44.833,-121.597,301.6,1.3,1.1,2020-10-03,1030,A,42,6.0NRT,284.2,10.4,N
41.931,-123.357,301,1.2,1.1,2020-10-03,1030,A,21,6.0NRT,290.2,6,N
41.23,-123.27,319.3,1.2,1.1,2020-10-03,1030,A,98,6.0NRT,290.4,24.3,N
41.227,-123.255,308.7,1.2,1.1,2020-10-03,1030,A,75,6.0NRT,288.7,12.8,N
41.162,-123.241,303,1.2,1.1,2020-10-03,1030,A,13,6.0NRT,290,7.8,N
41.143,-123.532,310.7,1.2,1.1,2020-10-03,1030,A,81,6.0NRT,289.5,15,N
41.141,-123.519,301.1,1.2,1.1,2020-10-03,1030,A,37,6.0NRT,285.6,7.3,N
41.075,-123.27,304.4,1.2,1.1,2020-10-03,1030,A,32,6.0NRT,289.4,8.9,N
41.057,-123.294,318.7,1.2,1.1,2020-10-03,1030,A,97,6.0NRT,291,22.4,N
41.026,-123.289,311.7,1.2,1.1,2020-10-03,1030,A,17,6.0NRT,290.7,13.6,N
41.016,-123.292,314.4,1.2,1.1,2020-10-03,1030,A,68,6.0NRT,290.7,17.1,N
41.002,-123.326,345.3,1.2,1.1,2020-10-03,1030,A,100,6.0NRT,293,72.9,N
40.999,-123.313,328.3,1.2,1.1,2020-10-03,1030,A,100,6.0NRT,292.6,37.1,N
41.028,-123.591,300.4,1.2,1.1,2020-10-03,1030,A,27,6.0NRT,289.5,6.5,N
41.018,-123.592,310.3,1.2,1.1,2020-10-03,1030,A,80,6.0NRT,288.9,14.6,N
40.421,-123.385,317.7,1.3,1.1,2020-10-03,1030,A,83,6.0NRT,291.1,21.5,N
40.419,-123.371,306,1.3,1.1,2020-10-03,1030,A,41,6.0NRT,290.4,9.9,N
40.416,-123.358,311.4,1.3,1.1,2020-10-03,1030,A,82,6.0NRT,290.6,15.3,N
40.414,-123.344,318.7,1.3,1.1,2020-10-03,1030,A,97,6.0NRT,290.4,24.2,N
40.411,-123.329,304.5,1.3,1.1,2020-10-03,1030,A,60,6.0NRT,288.3,10.4,N
40.38,-123.214,300.7,1.3,1.1,2020-10-03,1030,A,26,6.0NRT,287.7,7.8,N
40.377,-123.2,305.2,1.3,1.1,2020-10-03,1030,A,63,6.0NRT,289.5,11.6,N
40.407,-123.419,307.8,1.3,1.1,2020-10-03,1030,A,37,6.0NRT,290.9,11.3,N
40.373,-123.402,311.9,1.3,1.1,2020-10-03,1030,A,32,6.0NRT,289.2,14.5,N
40.363,-123.405,317.9,1.3,1.1,2020-10-03,1030,A,68,6.0NRT,289.5,21.1,N
40.303,-123.084,320.9,1.3,1.1,2020-10-03,1030,A,100,6.0NRT,290.8,27.6,N
40.287,-123.109,310.4,1.3,1.1,2020-10-03,1030,A,14,6.0NRT,289.5,13.8,N
40.242,-123.09,305.1,1.3,1.1,2020-10-03,1030,A,63,6.0NRT,287.4,11.5,N
40.248,-123.291,303.7,1.3,1.1,2020-10-03,1030,A,53,6.0NRT,288.7,10.2,N
40.245,-123.278,306,1.3,1.1,2020-10-03,1030,A,66,6.0NRT,291.5,11.8,N
40.27,-123.469,319.5,1.3,1.1,2020-10-03,1030,A,66,6.0NRT,294.6,21.9,N
40.271,-123.476,313.1,1.3,1.1,2020-10-03,1030,A,28,6.0NRT,293.5,13.5,N
40.22,-123.306,309,1.3,1.1,2020-10-03,1030,A,76,6.0NRT,287.2,14.4,N
40.23,-123.474,333.3,1.3,1.1,2020-10-03,1030,A,100,6.0NRT,297.1,43.2,N
40.227,-123.46,325.2,1.3,1.1,2020-10-03,1030,A,72,6.0NRT,297.3,28.7,N
40.225,-123.445,322.7,1.3,1.1,2020-10-03,1030,A,82,6.0NRT,296.7,26.2,N
40.215,-123.447,307.5,1.3,1.1,2020-10-03,1030,A,40,6.0NRT,294.4,10.2,N
40.071,-122.9,321.1,1.3,1.1,2020-10-03,1030,A,100,6.0NRT,289.5,29.1,N
40.068,-122.884,314.8,1.3,1.1,2020-10-03,1030,A,90,6.0NRT,289.9,20.6,N
40.074,-122.904,311.1,1.3,1.1,2020-10-03,1030,A,82,6.0NRT,289.3,16.1,N
40.071,-122.889,319.5,1.3,1.1,2020-10-03,1030,A,99,6.0NRT,289.9,27.4,N
40.061,-122.893,301.8,1.3,1.1,2020-10-03,1030,A,39,6.0NRT,287.2,8.8,N
40.058,-122.877,302.5,1.3,1.1,2020-10-03,1030,A,50,6.0NRT,288.5,10.1,N
42.291,-83.163,309.7,1,1,2020-10-03,1635,T,65,6.0NRT,289,8,D
53.361,-103.113,301.4,1,1,2020-10-03,1815,T,47,6.0NRT,284.3,5.6,D
53.273,-114.329,306.4,1.8,1.3,2020-10-03,1815,T,63,6.0NRT,293.3,13.6,D
52.243,-106.323,312.8,1,1,2020-10-03,1815,T,73,6.0NRT,291.4,10.5,D
52.241,-106.309,314.4,1,1,2020-10-03,1815,T,71,6.0NRT,290.8,12.1,D
51.442,-106.57,309.4,1,1,2020-10-03,1815,T,68,6.0NRT,289,8.2,D
50.339,-100.865,303.3,1.4,1.2,2020-10-03,1815,T,55,6.0NRT,286.1,6.8,D
51.403,-107.689,310.2,1,1,2020-10-03,1815,T,68,6.0NRT,292.4,7.9,D
51.401,-107.674,309,1,1,2020-10-03,1815,T,66,6.0NRT,291.8,7.1,D
50.306,-101.066,314.8,1.3,1.1,2020-10-03,1815,T,71,6.0NRT,290.4,18.8,D
50.382,-101.948,305.7,1.2,1.1,2020-10-03,1815,T,62,6.0NRT,288.4,9.3,D
50.378,-101.931,300.2,1.2,1.1,2020-10-03,1815,T,29,6.0NRT,289.3,4.7,D
50.001,-101.132,337.3,1.4,1.2,2020-10-03,1815,T,90,6.0NRT,288.2,59.4,D
49.749,-100.306,306.3,1.5,1.2,2020-10-03,1815,T,63,6.0NRT,289.9,10.5,D
50.195,-103.566,304.1,1.1,1,2020-10-03,1815,T,35,6.0NRT,284.1,6,D
49.584,-101.419,305.7,1.3,1.1,2020-10-03,1815,T,62,6.0NRT,291.1,8.8,D
51.392,-115.626,308.3,2,1.4,2020-10-03,1815,T,62,6.0NRT,291.1,22.1,D
51.391,-115.636,310.3,2,1.4,2020-10-03,1815,T,70,6.0NRT,291.1,27.9,D
49.604,-101.782,303.8,1.3,1.1,2020-10-03,1815,T,57,6.0NRT,288.6,6.3,D
49.508,-101.674,304.4,1.3,1.1,2020-10-03,1815,T,58,6.0NRT,291.3,5.7,D
49.491,-101.745,319,1.3,1.1,2020-10-03,1815,T,79,6.0NRT,290.8,23.2,D
49.048,-101.902,300.8,1.3,1.1,2020-10-03,1815,T,23,6.0NRT,282.2,4.8,D
48.804,-102.326,303.9,1.3,1.1,2020-10-03,1815,T,55,6.0NRT,290.4,6,D
47.854,-101.775,319.4,1.4,1.2,2020-10-03,1815,T,79,6.0NRT,292.1,25,D
48.187,-114.4,303.5,1.6,1.2,2020-10-03,1815,T,30,6.0NRT,293,6.5,D
43.988,-110.563,307.2,1,1,2020-10-03,1815,T,49,6.0NRT,293.7,7.9,D
44.858,-122.091,307,3.9,1.8,2020-10-03,1815,T,41,6.0NRT,295.8,45.3,D
44.853,-122.099,307.3,3.9,1.8,2020-10-03,1815,T,37,6.0NRT,296,43.7,D
42.689,-111.596,325,1.1,1,2020-10-03,1815,T,69,6.0NRT,302.4,17.6,D
42.687,-111.583,323.1,1.1,1,2020-10-03,1815,T,77,6.0NRT,302.4,15.3,D
41.234,-106.37,335.3,1.2,1.1,2020-10-03,1815,T,87,6.0NRT,288.6,45.9,D
41.215,-106.433,363.2,1.2,1.1,2020-10-03,1815,T,100,6.0NRT,294.1,121,D
